Argument ID	Conclusion	Stance	Premise	Achievement	Power: dominance	Power: resources
A09008	We should ban algorithmic trading	against	['if', 'people', 'want', 'to', 'use', 'it', 'then', 'it', 'is', 'their', 'choice']	1	0	0
A09024	We should ban whaling	against	"['if', 'people', 'can', 'get', 'food', 'and', 'other', 'products', 'from', 'whaling', 'that', 'helps', 'sustain', 'them,', 'then', 'it', ""shouldn't"", 'be', 'banned.']"	1	0	0
A09026	We should abolish intellectual property rights	against	['intellectual', 'property', 'rights', 'enable', 'people', 'to', 'benefit', 'from', 'what', 'they', 'worked', 'so', 'hard', 'to', 'achieve.']	1	1	1
A09035	We should abolish the Olympic Games	against	['The', 'Olympic', 'games', 'provides', 'jobs', 'and', 'is', 'a', 'boost', 'for', 'the', 'economy', 'in', 'the', 'host', 'country.']	1	0	1
A09060	We should abolish the Olympic Games	against	['The', 'Olympic', 'Games', 'allow', 'for', 'countries', 'around', 'the', 'world', 'to', 'compete', 'in', 'friendly', 'competition', 'and', 'is', 'a', 'healthy', 'outlet', 'for', 'national', 'pride.']	1	0	0
A09073	We should abolish zoos	against	['Zoos', 'are', 'a', 'great', 'and', 'cheap', 'way', 'for', 'children', 'to', 'learn', 'about', 'animals', 'from', 'all', 'over', 'the', 'world.']	1	0	0
A09079	We should abolish intellectual property rights	against	['a', 'person', 'uses', 'his', 'imagination', 'and', 'hard', 'work', 'to', 'write', 'as', 'book', 'or', 'music.', '', 'they', 'should', 'be', 'able', 'to', 'benefit', 'from', 'their', 'work.', '', 'it', 'should', 'not', 'be', 'in', 'the', 'public', 'domain.']	1	1	1
A10017	We should ban the use of child actors	against	"['we', ""shouldn't"", 'ban', 'the', 'use', 'of', 'child', 'actors', 'because', 'it', 'is', 'a', 'way', 'for', 'children', 'to', 'find', 'a', 'career', 'early', 'in', 'their', 'life']"	1	0	0
A12010	We should adopt a multi-party system	against	['multi-party', 'systems', 'slow', 'down', 'what', 'gets', 'done', 'because', 'we', 'have', 'too', 'many', 'different', 'sides', 'trying', 'to', 'come', 'to', 'an', 'agreement']	1	1	0
A12016	We should end mandatory retirement	against	['mandatory', 'retirement', 'creates', 'employment', 'opportunities', 'for', 'the', 'younger', 'generation', 'of', 'workers,', 'who', 'would', 'otherwise', 'be', 'increasingly', 'shunted', 'out.']	1	0	0
A12019	We should abolish the Olympic Games	against	['the', 'olympics', 'have', 'long', 'been', 'the', 'goal', 'for', 'athletes', 'to', 'aim', 'for', 'to', 'be', 'the', 'very', 'best', 'so', 'abolishing', 'the', 'games', 'would', 'take', 'away', 'their', 'dreams', 'and', 'ambitions.']	1	0	0
A12026	We should ban human cloning	against	['we', 'should', 'allow', 'human', 'cloning', 'as', 'this', 'will', 'be', 'beneficial', 'to', 'scientific', 'advances', 'in', 'the', 'future.']	1	0	0
A12028	We should abolish intellectual property rights	against	"['Intellectual', 'property', 'rights', 'keep', 'people', 'from', 'stealing', ""others'"", 'ideas', 'and', 'selling', 'them', 'as', 'their', 'own.']"	1	0	0
A12036	We should ban algorithmic trading	against	['ai', 'is', 'the', 'future', 'and', 'algorithmic', 'trading', 'is', 'simply', 'a', 'form', 'of', 'ai', 'that', 'makes', 'the', 'most', 'of', 'trading', 'opportunities', 'which', 'will', 'be', 'the', 'norm', 'in', 'the', 'not', 'to', 'distant', 'future.']	1	0	1
A12049	We should limit executive compensation	against	['we', 'should', 'not', 'limit', 'executive', 'compensation', 'because', 'it', 'is', 'their', 'company', 'that', 'they', 'started,', 'they', 'have', 'a', 'right', 'to', 'the', 'profits.']	1	1	1
A12053	We should ban factory farming	against	['we', 'should', 'not', 'ban', 'factory', 'farming', 'because', 'it', 'helps', 'to', 'keep', 'up', 'with', 'demand', 'for', 'food.']	1	0	0
A12060	We should end mandatory retirement	against	['a', 'mandatory', 'retirement', 'age', 'helps', 'employers', 'regularly', 'refresh', 'the', 'workforce', 'with', 'fresh', 'talent']	1	0	1
A12066	We should ban human cloning	against	['human', 'cloning', 'gives', 'the', 'chance', 'for', 'individuals', 'to', 'have', 'a', 'child', 'that', 'might', 'not', 'otherwise', 'be', 'able', 'to']	1	0	0
A12068	We should subsidize student loans	against	['studen', 'loans', 'cannot', 'be', 'subsidised', 'as', 'not', 'only', 'is', 'it', 'unaffordable', 'in', 'the', 'current', 'climate,', 'it', 'would', 'encourage', 'universities', 'offer', 'degree', 'courses', 'purely', 'for', 'financial', 'gain.']	1	0	0
A12069	We should limit judicial activism	against	['judicial', 'activism', 'is', 'sometimes', 'the', 'best', 'way', 'to', 'get', 'things', 'done']	1	0	0
A12075	We should end mandatory retirement	against	['mandatory', 'retirement', 'is', 'needed', 'to', 'keep', 'businesses', 'new', 'and', 'fresh', 'with', 'innovation', 'from', 'the', 'younger', 'generation.']	1	0	1
A12077	We should subsidize student loans	against	['there', 'are', 'other', 'ways', 'to', 'channel', 'student', 'aid', 'that', 'is', 'not', 'subsidizing', 'loans']	1	0	1
A12079	We should ban targeted killing	against	['we', 'should', 'not', 'ban', 'targeted', 'killing', 'since', 'they', 'are', 'effective', 'at', 'eliminating', 'terrorists', 'with', 'a', 'smaller', 'number', 'of', 'civilians', 'being', 'killed', 'than', 'most', 'other', 'military', 'weapon']	1	0	0
A12094	We should ban algorithmic trading	against	['algorithmic', 'trading', 'allows', 'for', 'greater', 'numbers', 'of', 'trades', 'to', 'happen,', 'getting', 'more', 'people', 'involved', 'in', 'the', 'economy']	1	0	1
A12095	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'offer', 'a', 'friendly', 'competition', 'meeting', 'where', 'the', 'best', 'athletes', 'around', 'the', 'world', 'can', 'come', 'together', 'to', 'celebrate', 'the', 'best', 'of', 'human', 'physical', 'achievement.']	1	0	0
A12099	We should end mandatory retirement	against	['the', 'companies', 'that', 'have', 'the', 'mandatory', 'retirement', 'policy', 'maintain', 'a', 'rotation', 'of', 'employees', 'fresher', 'and', 'updated', 'with', 'the', 'new', 'times']	1	0	0
A12104	We should ban the Church of Scientology	against	"['we', ""shouldn't"", 'ban', 'the', 'church', 'of', 'scientology', 'because', 'it', 'is', 'a', 'way', 'to', 'study', 'the', 'nature', 'of', 'life']"	1	0	0
A12106	We should ban the use of child actors	against	['child', 'actors', 'should', 'be', 'allowed', 'to', 'work', 'and', 'contribute', 'their', 'talents', 'to', 'society.']	1	0	0
A12107	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'are', 'a', 'testament', 'to', 'the', 'spirit', 'of', 'amateur', 'athleticism.']	1	0	0
A12111	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'cost', 'effective', 'because', 'it', 'is', 'timely', 'and', 'accurate.']	1	0	1
A12166	We should ban algorithmic trading	against	['algorithmic', 'trading', 'is', 'faster', 'and', 'more', 'accurate', 'than', 'human', 'guesswork', 'and', 'so', 'provides', 'greater', 'value', 'to', 'shareholders.']	1	0	1
A12179	We should abolish intellectual property rights	against	['having', 'intellectual', 'property', 'rights', 'is', 'a', 'deterrent', 'for', 'those', 'that', 'would', 'steal', 'another', 'persons', 'ideas', 'and', 'creations', 'so', 'we', 'must', 'not', 'abolish', 'that.']	1	0	0
A12194	We should ban human cloning	against	['cloning', 'humans', 'can', 'allow', 'us', 'to', 'advance', 'science', 'and', 'medicine', 'in', 'ways', 'which', 'could', 'save', 'millions', 'of', 'lives', 'by', 'producing', 'organs,', 'stem', 'cells,', 'etc.,', 'for', 'those', 'in', 'need.']	1	0	0
A12216	We should limit judicial activism	against	['judicial', 'activism', 'can', 'highlight', 'wrong', 'legislation,', 'or', 'deliver', 'accurate', 'justice', 'that', 'cannot', 'be', 'addressed', 'through', 'the', 'existing', 'laws']	1	1	0
A12228	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'will', 'reduce', 'the', 'human', 'margin', 'of', 'error', 'to', 'near', 'zero', 'and', 'make', 'for', 'a', 'safer', 'commute.']	1	0	0
A12238	We should ban algorithmic trading	against	['programmes', 'will', 'always', 'evolve', 'to', 'make', 'better', 'use', 'of', 'trading', 'practices,', 'so', 'holding', 'people', 'back', 'from', 'using', 'algorithmic', 'trading', 'will', 'only', 'serve', 'to', 'slow', 'down', 'progress.']	1	0	1
A12241	We should subsidize Wikipedia	against	['the', 'open', 'source', 'nature', 'of', 'wikipedia', 'means', 'anyone', 'can', 'add', 'gibberish', 'and', 'falsehood', 'in', 'its', 'contents', 'thereby', 'making', 'it', 'unreliable.']	1	0	0
A12260	We should end mandatory retirement	against	['certain', 'professions,', 'such', 'as', 'police', 'officer', 'and', 'air', 'traffic', 'controller,', 'have', 'mandatory', 'retirement', 'ages', '', 'to', 'ensure', 'that', 'the', 'person', 'who', 'is', 'responsible', 'for', 'the', 'safety', 'of', 'others', 'remains', 'competent', 'to', 'do', 'his', 'job']	1	0	0
A12268	We should adopt gender-neutral language	against	"['gender-neutral', 'language', 'will', 'cause', 'confusion', 'if', 'we', ""don't"", 'know', 'who', 'is', 'being', 'referred', 'to']"	1	0	0
A12273	We should introduce compulsory voting	against	['some', 'people', 'do', 'not', 'feel', 'capable', 'of', 'exercising', 'such', 'a', 'responsibility']	1	0	0
A12277	We should subsidize Wikipedia	against	['those', 'authoring', 'articles', 'on', 'wikipedia', 'are', 'not', 'necessarily', 'experts', 'on', 'the', 'topic', 'and', 'there', 'is', 'risk', 'of', 'inaccurate', 'information', 'being', 'broadcast.']	1	0	0
A12292	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'will', 'allow', 'people', 'to', 'do', 'more', 'instead', 'of', 'wasting', 'time', 'in', 'traffic']	1	0	0
A12300	We should ban whaling	against	['most', 'whaling', 'is', 'done', 'under', 'controlled', 'situations,', 'and', 'is', 'done', 'for', 'research', 'purposes.']	1	0	0
A12305	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'allow', 'for', 'true', 'amateur', 'athletes', 'to', 'live', 'out', 'their', 'dreams.']	1	0	0
A12317	We should ban private military companies	against	"['we', ""shouldn't"", 'ban', 'private', 'military', 'companies', 'as', 'they', 'are', 'doing', 'a', 'job', 'and', 'keeping', 'people', 'safe']"	1	0	0
A12320	We should abolish zoos	against	['zoos', 'bring', 'a', 'lot', 'of', 'money', 'in', 'which', 'can', 'be', 'spent', 'on', 'animal', 'research', 'and', 'stop', 'their', 'extinction.']	1	0	0
A12332	We should limit executive compensation	against	['an', 'executive', 'has', 'worked', 'hard', 'to', 'get', 'to', 'that', 'position', 'through', 'study', 'and', 'prior', 'work', 'experience.', 'they', 'should', 'be', 'compensated', 'for', 'their', 'value', 'to', 'the', 'company.']	1	1	1
A12334	We should adopt an austerity regime	against	['austerity', 'regimes', 'hurt', 'the', 'common', 'man', 'by', 'reducing', 'support', 'for', 'schools', 'and', 'health', 'care.']	1	1	1
A12342	We should oppose collectivism	against	['collectivism', 'enables', 'communities', 'to', 'work', 'together', 'for', 'the', 'greater', 'good.']	1	0	0
A12351	We should abolish intellectual property rights	against	['if', 'we', 'abolish', 'the', 'rights,', 'then', 'companies', 'will', 'stop', 'developing', 'products', 'and', 'ideas', 'as', 'they', 'will', 'know', 'that', 'there', 'is', 'no', 'way', 'they', 'can', 'make', 'back', 'the', 'cost', 'of', 'r&d', 'and', 'so', 'will', 'run', 'at', 'losses']	1	0	0
A12357	We should adopt a multi-party system	against	['a', 'multiparty', 'system', 'blurs', 'the', 'citizenship', 'of', 'a', 'vision', 'and', 'model', 'of', 'country.', 'we', 'should', 'not', 'adopt', 'a', 'multiparty', 'system', 'because', 'it', 'would', 'waste', 'valuable', 'time', 'to', 'agree']	1	0	0
A12358	We should abolish capital punishment	against	['If', 'capital', 'punishment', 'is', 'unfairly', 'applied', 'we', 'should', 'focus', 'on', 'fixing', 'that,', 'not', 'abolishing', 'it', 'entirely.']	1	1	0
A12392	We should end the use of economic sanctions	against	['economic', 'sanctions', 'can', 'help', 'control', 'financial', 'situations']	1	1	1
A12404	We should ban telemarketing	against	['telemarketing', 'is', 'a', 'job', 'for', 'some', 'and', 'banning', 'it', 'would', 'take', 'jobs', 'away.']	1	0	0
A12417	We should ban algorithmic trading	against	['algirithmic', 'trading', 'reduces', 'the', 'possibilty', 'of', 'error', 'and', 'just', 'furthers', 'profit', 'for', 'finance', 'companies']	1	0	1
A12437	We should abolish intellectual property rights	against	"['if', 'an', 'individual', 'has', 'created', 'any', 'property', 'it', 'is', 'his', 'to', 'determine', ""it's"", 'use']"	1	0	1
A12453	We should ban the use of child actors	against	['child', 'actors', 'are', 'necessary', 'and', 'children', 'can', 'learn', 'how', 'to', 'work', 'even', 'from', 'an', 'early', 'age']	1	0	1
A12470	We should ban human cloning	against	['human', 'cloning', 'can', 'provide', 'a', 'way', 'for', 'science', 'to', 'overcome', 'negative', 'qualities', 'in', 'humans,', 'such', 'as', 'birth', 'defects,', 'so', 'overall', 'it', 'is', 'a', 'positive', 'technology', 'that', 'should', 'be', 'allowed', 'to', 'flourish.']	1	0	0
A12479	We should abolish intellectual property rights	against	['without', 'intellection', 'property', 'rights', 'there', 'is', 'no', 'incentive', 'to', 'research', 'and', 'develop', 'new', 'products']	1	0	0
A12482	We should ban targeted killing	against	['targeted', 'killing', 'is', 'often', 'the', 'only', 'way', 'to', 'get', 'to', 'the', 'enemy.']	1	0	0
A12488	We should subsidize Wikipedia	against	['subsidizing', 'wikipedia', 'will', 'lead', 'to', 'bias', 'in', 'the', 'contents.', 'content', 'creators', 'and', 'moderators', 'will', 'be', 'afraid', 'to', 'criticize', 'the', 'people', 'who', 'contribute', 'money', 'to', 'wikipedia']	1	0	0
A14006	We should ban factory farming	against	['factory', 'farming', 'is', 'an', 'efficient', 'way', 'to', 'grow', 'mass', 'amounts', 'of', 'food', 'for', 'the', 'food', 'supply', 'chain.', 'it', 'pushes', 'innovation', 'and', 'makes', 'farming', 'more', 'efficient', 'and', 'safer', 'outcomes', 'for', 'the', 'food', 'supply.']	1	1	0
A14016	We should ban missionary work	against	['missionary', 'work', 'allows', 'people', 'in', 'developing', 'countries', 'access', 'to', 'new', 'ways', 'of', 'thinking', 'and', 'possibilities', 'for', 'how', 'they', 'live', 'their', 'life.']	1	0	0
A15020	We should abolish intellectual property rights	against	['intellectual', 'property', 'rights', 'mean', 'that', 'the', 'people', 'who', 'come', 'up', 'with', 'ideas', 'or', 'products', 'get', 'the', 'financial', 'gains', 'from', 'said', 'product', 'and', 'so', 'makes', 'people', 'more', 'likely', 'to', 'innovate']	1	0	0
A17003	We should cancel pride parades	against	['thepride', 'parades', 'are', 'part', 'of', 'the', 'empowerment', 'of', 'the', 'lgbt', 'community']	1	1	0
A17005	We should limit judicial activism	against	['each', 'case', 'has', 'different', 'circumstances', 'and', 'certain', 'things', 'need', 'to', 'be', 'taken', 'into', 'consideration', 'for', 'each', 'one.', 'judicial', 'activism', 'allow', 'the', 'court', 'to', 'consider', 'the', 'circumstances', 'of', 'each', 'crime.']	1	0	0
A17008	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'can', 'help', 'transport', 'those', 'unable', 'to', 'drive', 'themselves']	1	0	0
A18011	We should ban telemarketing	against	['Telemarketing', 'is', 'an', 'excellent', 'tool', 'if', 'used', 'sensitively', 'and', 'with', 'caution']	1	0	0
A18019	We should end mandatory retirement	against	['mandatory', 'retirement', 'leaves', 'openings', 'in', 'the', 'job', 'force', 'for', 'those', 'that', 'are', 'stronger', 'and', 'more', 'capable', 'of', 'doing', 'the', 'jobs.']	1	0	1
A18060	We should prohibit school prayer	against	"['we', ""shouldn't"", 'prohibit', 'school', 'prayer', 'because', 'is', 'important', 'for', 'religious', 'education']"	1	0	0
A18062	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'could', 'help', 'people', 'make', 'better', 'use', 'of', 'their', 'time']	1	0	0
A18070	We should ban private military companies	against	['Private', 'military', 'companies', 'can', 'provide', 'more', 'advanced', 'technology', 'because', 'they', 'are', 'not', 'restricted', 'by', 'governmental', 'red', 'tape.']	1	0	0
A18081	We should ban private military companies	against	['We', 'should', 'not', 'ban', 'because', 'it', 'has', 'been', 'proven', 'to', 'work', 'and', 'can', 'serve', 'specific', 'issues']	1	0	0
A18089	We should end mandatory retirement	against	['for', 'people', 'who', 'work', 'in', 'skilled', 'manual', 'jobs', 'it', 'comes', 'to', 'a', 'point', 'where', 'it', 'is', 'no', 'longer', 'safe', 'for', 'them', 'work,', 'the', 'retirement', 'age', 'is', 'used', 'to', 'protect', 'people', 'of', 'a', 'certain', 'age', 'as', 'a', 'safety', 'precaution']	1	0	0
A18101	We should abolish the Olympic Games	against	['athletes', 'train', 'their', 'whole', 'lives', 'in', 'hopes', 'that', 'they', 'can', 'represent', 'their', 'country', 'to', 'be', 'the', 'best.']	1	0	0
A18108	We should adopt gender-neutral language	against	['other', 'languages', 'such', 'as', 'spanish', 'and', 'french', 'have', 'even', 'more', 'gendered', 'language', 'than', 'we', 'do,', 'and', 'they', 'have', 'no', 'problems']	1	0	0
A18114	We should ban missionary work	against	['missionary', 'work', 'can', 'sometimes', 'provide', 'communities', 'in', 'need', 'around', 'the', 'world', 'with', 'access', 'to', 'education', 'and', 'resources.']	1	0	0
A18121	We should ban targeted killing	against	['Targeted', 'killing', 'surgically', 'removes', 'enemy', 'actors', 'with', 'no', 'collateral', 'damage,', 'it', 'must', 'be', 'continued.']	1	1	0
A18124	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'can', 'give', 'many', 'people', 'the', 'freedom', 'to', 'drive', 'without', 'actually', 'driving,', 'so', 'we', 'should', 'not', 'stop', 'making', 'them.']	1	0	0
A18131	We should stop the development of autonomous cars	against	['development', 'of', 'autonomous', 'car', 'will', 'make', 'traffic', 'and', 'parking', '', 'easier']	1	0	0
A18135	We should abolish the Olympic Games	against	['the', 'olympic', 'games', 'brings', 'together', 'the', 'world', 'in', 'a', 'peaceful', 'environment']	1	0	0
A18144	We should cancel pride parades	against	['we', 'should', 'not', 'cancel', 'pride', 'parades', 'because', 'people', 'should', 'have', 'the', 'right', 'to', 'express', 'what', 'they', 'want,', 'and', 'how', 'they', 'feel', 'about', 'a', 'certain', 'issue.']	1	0	0
A18146	We should ban factory farming	against	['it', 'is', 'the', 'most', 'efficient', 'way', 'to', 'produce', 'food']	1	0	0
A18155	We should end the use of economic sanctions	against	['economic', 'sanctions', 'are', 'an', 'effective', 'way', 'to', 'signify', 'that', 'human', 'rights', 'abuses', 'will', 'not', 'be', 'tolerated.']	1	0	0
A18165	We should ban algorithmic trading	against	['Algorithmic', 'trading', 'can', 'operate', '24', 'hours', 'a', 'day.', 'While', 'you', 'sleep,', 'your', 'algorithms', 'are', 'making', 'you', 'money.']	1	0	1
A18166	We should adopt a zero-tolerance policy in schools	against	['however', 'these', 'policies', 'can', 'impede', 'the', 'advancement', 'of', 'children', 'from', 'troubled', 'backgrounds', 'or', 'with', 'additional', 'needs.', 'they', 'need', 'a', 'safe', 'place', 'to', 'learn', 'in', 'a', 'positive', 'behaviours', 'in', 'a', 'supportive', 'environment.']	1	0	0
A18197	We should abolish the Olympic Games	against	['promotes', 'peace', 'and', 'sportsmanship', 'amongst', 'countries']	1	1	0
A18201	We should abolish intellectual property rights	against	['intellectual', 'property', 'rights', 'protect', 'inventors.']	1	0	0
A18207	We should ban human cloning	against	['human', 'cloning', 'is', 'simply', 'another', 'avenue', 'of', 'science', 'to', 'explore,', 'and', 'it', 'is', 'vital', 'to', 'push', 'back', 'the', 'boundaries', 'in', 'order', 'to', 'open', 'up', 'possible', 'potential', 'cures', 'for', 'disease', 'and', 'medical', 'issues.']	1	0	0
A18226	We should subsidize Wikipedia	against	['there', 'is', 'not', 'need', 'to', 'subsidize', 'wikipedia,', 'it', 'does', 'not', 'serve', 'any', 'purpose', 'that', 'cannot', 'be', 'filled', 'elsewhere.']	1	0	0
A18229	We should ban human cloning	against	['we', 'should', 'not', 'ban', 'human', 'cloning', 'because', 'it', 'could', 'help', 'with', 'medical', 'research']	1	0	0
A18241	We should ban whaling	against	['We', 'should', 'not', 'ban', 'whaling', 'because', 'it', 'is', 'important', 'to', 'many', 'aboriginal', 'cultures', 'in', 'the', 'arctic,', 'and', 'it', 'is', 'wrong', 'for', 'the', 'governments', 'of', 'countries', 'like', 'Canada', 'and', 'Russia', 'to', 'oppress', 'those', 'peoples.']	1	1	0
A18285	We should abolish intellectual property rights	against	['somebody', 'was', 'working', 'hard', 'to', 'make', 'something', 'and', 'then', 'should', 'be', 'rewarded', 'for', 'it.', 'that`s', 'what', 'intellectual', 'property', 'rights', 'all', 'about.']	1	1	0
A18297	We should adopt an austerity regime	against	['absolutely', 'not.', '', 'the', 'great', 'president', 'donald', 'trump', 'is', 'turning', 'the', 'country', 'around', 'and', 'saving', 'us', 'from', 'the', 'financial', 'disaster', 'that', 'the', 'last', 'eight', 'years', 'were', 'leading', 'the', 'united', 'states', 'towards.']	1	1	1
A18318	We should adopt an austerity regime	against	['We', 'should', 'not', 'adopt', 'an', 'austerity', 'regime', 'because', 'this', 'move', 'hurt', 'people', 'that', 'are', 'living', 'on', 'their', 'pensions', 'and', 'people', 'pay', 'more', 'taxes', 'and', 'this', 'hurt', 'a', 'lot', 'of', 'people']	1	0	1
A18350	We should ban private military companies	against	['military', 'is', 'a', 'big', 'organization', 'that', 'needs', 'private', 'company', 'to', 'supply', 'their', 'needs']	1	1	0
A18353	We should subsidize embryonic stem cell research	against	['the', 'nhs', 'has', 'limited', 'funding', 'and', 'this', 'should', 'be', 'spent', 'providing', 'care', 'for', 'those', 'that', 'need', 'it', 'rather', 'than', 'wasting', 'it', 'on', 'research', 'that', 'may', 'not', 'help', 'solve', 'anytihng']	1	0	0
A18355	We should ban factory farming	against	['let', 'the', 'free', 'market', 'decide', 'whether', 'or', 'not', 'we', 'should', 'allow', 'factory', 'farming']	1	1	0
A18356	We should ban telemarketing	against	['we', 'live', 'in', 'a', 'capitalist', 'country', 'and', 'telemarketing', '', 'is', 'how', 'many', 'businesses', 'grow', 'and', 'develop.']	1	0	1
A18361	We should abolish safe spaces	against	['safe', 'spaces', 'provide', 'a', 'valuable', 'service', 'to', 'those', 'who', 'may', 'be', 'suffering', 'from', 'ptsd']	1	0	0
A18363	We should subsidize student loans	against	"['it', ""isn't"", 'the', 'obligation', 'of', 'any', 'tax', 'payer', 'to', 'give', 'money', 'to', 'help', 'someone', 'else', 'get', 'an', 'education.', '', 'that', 'is', 'a', 'personal', 'choice,', 'and', 'if', 'they', 'want', 'to', 'go', 'to', 'college', 'they', 'need', 'to', 'pay', 'for', 'it', 'on', 'their', 'own.']"	1	0	1
A18384	We should ban missionary work	against	['it', 'helps', 'small', 'third', 'world', 'countries', 'become', 'more', 'modernized.']	1	1	0
A18391	We should subsidize Wikipedia	against	['wikipedia', 'is', 'a', 'private', 'entity', 'and', 'is', 'responsible', 'for', 'its', 'own', 'operating', 'costs']	1	0	1
A18393	We should subsidize journalism	against	"['journalists', 'get', 'paid', 'enough,', 'they', ""don't"", 'need', 'any', 'more', 'money.']"	1	0	1
A18394	We should ban the use of child actors	against	['the', 'usage', 'of', 'child', 'actors', 'should', 'not', 'be', 'banned', 'as', 'they', 'are', 'an', 'important', 'part', 'of', 'the', 'acting', 'field', 'they', 'have', 'adults', 'who', 'can', 'make', 'rationale', 'decisions', 'for', 'them.']	1	0	0
A18395	We should limit executive compensation	against	['if', 'someone', 'has', 'worked', 'hard', 'to', 'get', 'where', 'they', 'are', 'in', 'a', 'company', 'then', 'they', 'should', 'be', 'rewarded', 'accordingly.']	1	1	1
A18410	We should stop the development of autonomous cars	against	['autonomous', 'cars', 'could', 'prevent', 'traffic', 'jams', 'and', 'accidents.']	1	0	0
